n,theta,r,t,toughness_cid1,toughness_cid2,toughness_cid3,toughness_mean,toughness_median,toughness_std
12,100,2.5,0.7,40.6362777,37.66667776,39.42386505,39.24227350333333,39.42386505,1.4931050091261495
12,100,2.5,1.05,1.86482408,37.06981261,30.72339312,23.21934327,30.72339312,18.763818307125597
12,100,2.5,1.4,1.36719433,1.70377423,1.581840945,1.5509365016666665,1.581840945,0.17040487297700707
12,125,1.6,0.7,15.60811198,13.71977862,11.04265774,13.456849446666666,13.71977862,2.294055778970034
12,125,1.6,1.05,20.18824631,14.92099437,30.20966198,21.77296755333333,20.18824631,7.766552992581055
12,125,1.6,1.4,16.34644991,12.07112258,12.90936504,13.775645843333335,12.90936504,2.2654884169487857
12,125,1.8,0.7,31.44584563,29.34213915,19.76653614,26.851506973333333,29.34213915,6.225271401343602
12,125,1.8,1.05,32.27993772,22.95483198,32.28743284,29.17406751333333,32.27993772,5.38601726775109
12,125,1.8,1.4,28.35393028,21.35987436,31.66129959,27.125034743333334,28.35393028,5.259513154499148
12,125,2.0,0.7,32.82589566,33.82786567,31.47662584,32.710129056666666,32.82589566,1.1798871193381641
12,125,2.0,1.05,36.33068406,37.20733246,36.25284256,36.596953026666675,36.33068406,0.5300350122942875
12,125,2.0,1.4,41.07478159,38.36510421,44.04477933,41.16155504333333,41.07478159,2.8408316724753853
12,125,2.2,0.7,34.05089677,32.78833207,32.43359398,33.09094094,32.78833207,0.8500565715218344
12,125,2.2,1.05,25.4602824,33.16625308,29.59553908,29.40735818666667,29.59553908,3.8564303528932946
12,125,2.2,1.4,1.754954565,23.75170673,23.16476721,16.223809501666665,23.16476721,12.533832090935396
12,125,2.4,0.7,35.46253183,35.76095873,37.54951294,36.257667833333336,35.76095873,1.1286773180917824
12,125,2.4,1.05,24.91308985,24.95509839,1.878474045,17.24888742833333,24.91308985,13.311185028398956
12,125,2.4,1.4,1.78455199,2.37460567,22.13553289,8.76489685,2.37460567,11.583068329330125
12,150,1.5,0.7,20.09582272,20.43303825,18.33169252,19.620184496666667,20.09582272,1.1285332333915004
12,150,1.5,1.05,24.73057766,18.19801116,21.98816719,21.63891867,21.98816719,3.280257179821761
12,150,1.5,1.4,21.53784942,16.36990424,17.58409244,18.49728203333333,17.58409244,2.7022862118769977
12,150,1.7,0.7,29.63537291,27.56463097,28.19673461,28.465579496666663,28.19673461,1.0612262837556616
12,150,1.7,1.05,35.66341558,28.86626493,32.67804959,32.4025767,32.67804959,3.4069382478322914
12,150,1.7,1.4,34.86198284,21.9534511,25.15656951,27.32400115,25.15656951,6.72167150760893
12,150,1.9,0.7,30.62289498,27.43718607,27.97876193,28.679614326666666,27.97876193,1.7045764506904373
12,150,1.9,1.05,29.48954875,43.81693055,27.66069837,33.65572589000001,29.48954875,8.84724440348015
12,150,1.9,1.4,49.25078791,41.89631514,48.98711188,46.711404976666664,48.98711188,4.172073688656172
12,150,2.1,0.7,30.30987612,30.01685387,28.81046509,29.712398359999998,30.01685387,0.7947189612677131
12,150,2.1,1.05,22.4073812,26.98313765,22.31453663,23.90168516,22.4073812,2.6690198790267603
12,150,2.1,1.4,1.83697897,15.82714667,2.12203775,6.5953877966666665,2.12203775,7.996208073114427
12,150,2.3,0.7,32.24994845,30.81267184,33.72884771,32.26382266666666,32.24994845,1.4581374409186
12,150,2.3,1.05,1.85980549,20.01687814,20.08719368,13.987959103333333,20.01687814,10.503347971968232
12,150,2.3,1.4,2.899684285,2.280350995,18.99845952,8.059498266666667,2.899684285,9.478478169383076
12,150,2.5,0.7,32.54542221,33.55520108,32.94164965,33.01409098,32.94164965,0.5087721998043412
12,150,2.5,1.05,1.556686305,15.7435385,20.7900743,12.696766368333334,15.7435385,9.97210703704478
12,150,2.5,1.4,1.67768615,1.573343915,1.22973419,1.493588085,1.573343915,0.23438426553675068
12,175,1.6,0.7,29.88577368,24.70855653,30.49768339,28.364004533333333,29.88577368,3.1804612011630184
12,175,1.6,1.05,34.00182953,28.30756993,39.07880007,33.79606651,34.00182953,5.3885622848317105
12,175,1.6,1.4,43.47975901,38.70371517,37.85625565,40.013243276666664,38.70371517,3.0318468639750447
12,175,1.8,0.7,28.4906872,30.44194607,30.55014033,29.8275912,30.44194607,1.1590559643029485
12,175,1.8,1.05,23.88152443,46.28138168,21.71498025,30.625962119999997,23.88152443,13.601198462661147
12,175,1.8,1.4,17.40448202,46.04167205,48.00469508,37.150283050000006,46.04167205,17.128510110086616
12,175,2.0,0.7,29.69113837,30.24429189,29.49511193,29.810180730000003,29.69113837,0.3885176517510848
12,175,2.0,1.05,20.3410298,20.9950382,23.87025342,21.73544047333333,20.9950382,1.8774987309607836
12,175,2.0,1.4,1.767964575,14.31680707,1.72323757,5.936003071666666,1.767964575,7.2580236201120245
12,175,2.2,0.7,32.58077756,31.34408471,31.41051358,31.77845861666667,31.41051358,0.6956219977947847
12,175,2.2,1.05,1.811359785,17.33874133,16.71189843,11.953999848333334,16.71189843,8.789373902393214
12,175,2.2,1.4,1.856395865,1.629345795,14.47445507,5.986732243333333,1.856395865,7.351460196471891
12,175,2.4,0.7,34.33571139,36.03900898,34.65747253,35.01073096666667,34.65747253,0.9049305566351947
12,175,2.4,1.05,2.732696605,10.59665846,14.92602464,9.418459901666667,10.59665846,6.181458244170488
12,175,2.4,1.4,1.257684545,2.74636211,1.1411741,1.7150735849999998,1.257684545,0.895019936814835
12,200,1.5,0.7,41.03767786,32.69642057,25.91147249,33.21519030666667,32.69642057,7.576434765350727
12,200,1.5,1.05,36.26267399,32.67447181,36.65199221,35.196379336666666,36.26267399,2.192693628599191
12,200,1.5,1.4,41.56020183,39.71127057,43.44795774,41.57314338,41.56020183,1.8683772007809203
12,200,1.7,0.7,29.52654878,30.81942151,29.4756594,29.94054323,29.52654878,0.7615561079401938
12,200,1.7,1.05,22.87250266,20.98843555,19.96334537,21.274761193333333,20.98843555,1.4755628807383034
12,200,1.7,1.4,22.98706561,51.54260273,20.06653041,31.53206625,22.98706561,17.391048246919098
12,200,1.9,0.7,29.24994097,29.9102573,30.4019694,29.85405589,29.9102573,0.5780668860491459
12,200,1.9,1.05,15.20724601,17.01436909,17.529669,16.583761366666668,17.01436909,1.219622644372377
12,200,1.9,1.4,1.7438969,8.28854607,2.84463563,4.292359533333333,2.84463563,3.5042883107426324
12,200,2.1,0.7,32.12768047,33.25790557,32.08265752,32.48941452,32.12768047,0.6659133854746063
12,200,2.1,1.05,1.857889805,11.36837164,14.89627256,9.374178001666666,11.36837164,6.744068684173316
12,200,2.1,1.4,1.8860728,1.570382565,1.731124215,1.729193193333333,1.731124215,0.15785397604145626
12,200,2.3,0.7,41.87429944,34.8912318,32.63826111,36.46793078333334,34.8912318,4.815660470936523
12,200,2.3,1.05,1.331659865,11.63569601,1.35897464,4.775443505,1.35897464,5.941168643331244
12,200,2.3,1.4,1.578600555,1.216757475,3.196306215,1.997221415,1.578600555,1.054080581278894
12,200,2.5,0.7,2.029597225,36.73641685,36.1041867,24.956733591666666,36.1041867,19.85799877184101
12,200,2.5,1.05,1.240041765,1.52683429,1.31348703,1.3601210283333334,1.31348703,0.14897494906655923
12,200,2.5,1.4,1.05594173,1.887555225,1.069728395,1.3377417833333334,1.069728395,0.4762023031348802
